parent_id,id,comment,user_id,written_at,updated_at,depth,ranks_up,ranks_down,best_score,user_reputation,replies_count
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgTw3raR5KcOA6lKHILlRmIuHa,"If these volunteers really want to help the illegal immigrants, instead of just warning them with bull horns, why don’t they each adopt a family of illegals and provide for them? Housing, medical, food, education, expenses, etc.  That way, they are not only helping the illegal immigrants they seem to care about so much and want in their communities, but they would be helping taxpayers as well- by taking on the financial burden!",u_5852ZRuRUIhv,2025-02-28 14:02:32,2025-03-02 12:37:38,0,28,1,797,72950,5
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgTw3raR5KcOA6lKHILlRmIuHa,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgTw3raR5KcOA6lKHILlRmIuHa_r_2tgUNcElINikYLsvSOQQ8ClSkOB,Democrats...any takers??? Didn't think so...,u_miC8vTycEdwn,2025-02-28 14:06:11,2025-03-02 05:53:32,1,6,0,585,59220,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgTw3raR5KcOA6lKHILlRmIuHa,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgTw3raR5KcOA6lKHILlRmIuHa_r_2thqkmUMzrW9QIdUAleyre1ejG2,My thoughts exactly. ,u_OprPL5IC7Mkh,2025-03-01 01:39:59,2025-03-01 14:57:37,1,3,0,536,16220,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgTw3raR5KcOA6lKHILlRmIuHa,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgTw3raR5KcOA6lKHILlRmIuHa_r_2tjtLKjXfIIrnyBLX2XRVV7PDmB,That's way to simple. If you think they would spend a penny out of their own pocket to help then I've got a bridge to sell you,u_y59spz2Ru5Zw,2025-03-01 19:00:54,2025-03-01 19:01:25,1,0,0,362,17170,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgTw3raR5KcOA6lKHILlRmIuHa,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgTw3raR5KcOA6lKHILlRmIuHa_r_2tk0nSFmODIyNNG0cqkhp7SU8xV,"What kind of fool would announce on the internet that they are doing this? Of course there’s “crickets.” Of course, there are no “takers.” That doesn’t mean a thing. ",u_Oa3Hnyw6hckt,2025-03-01 20:02:11,2025-03-01 20:02:12,1,0,0,344,86590,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgTw3raR5KcOA6lKHILlRmIuHa,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgTw3raR5KcOA6lKHILlRmIuHa_r_2tjrtjNPSivp5PkRZIPmv31mNBJ,Crickets….,u_slOlBzQ0hDCk,2025-03-01 18:49:01,2025-03-01 18:49:41,1,0,0,283,50440,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfs3CxeNyiLuJncoEQG6IK6DRS,Obstruction of justice is a felony in the US. Tipping off targets is specifically mentioned in 18 U.S.C. 1503. Where's the FBI? ,u_rkAsigXCtBnN,2025-02-28 08:51:01,2025-03-02 12:37:44,0,67,3,792,524100,3
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfs3CxeNyiLuJncoEQG6IK6DRS,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfs3CxeNyiLuJncoEQG6IK6DRS_r_2thEXDUr134VmFD9wkHwoBDQEEB,"ICE doesn’t seem to have specific targets or judicial warrants,  so no one is being tipped off. If I see a cop drive down my street, I can notify the entire neighborhood of a police presence. That’s all these people are doing. ",u_Oa3Hnyw6hckt,2025-02-28 20:25:43,2025-03-01 14:55:14,1,0,3,490,86040,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfs3CxeNyiLuJncoEQG6IK6DRS_r_2thEXDUr134VmFD9wkHwoBDQEEB,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfs3CxeNyiLuJncoEQG6IK6DRS_r_2tjvydR0DAhgztMiHJgBFMyjJn2,"Interfering with a criminal investigation can be charged as obstruction of justice, a federal offense. Since ICE are looking for illegals that have been charged with committing crimes this applys. I actually have more information on this but I’m keeping quiet because I believe you people deserve what you get.",u_slOlBzQ0hDCk,2025-03-01 19:22:33,2025-03-01 19:23:43,2,0,0,401,50440,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfs3CxeNyiLuJncoEQG6IK6DRS,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfs3CxeNyiLuJncoEQG6IK6DRS_r_2tgtP4bq4CPgjfRbpASno7iqODY,didn't musk just fire them all?,u_CkKUwabNiJj0,2025-02-28 17:31:57,2025-03-01 06:03:42,1,1,1,366,14220,2
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfs3CxeNyiLuJncoEQG6IK6DRS_r_2tgtP4bq4CPgjfRbpASno7iqODY,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfs3CxeNyiLuJncoEQG6IK6DRS_r_2thEbQBPPEZkfmphr8FZKZuOW0t,And Trump wants to eliminate the FBI. ,u_Oa3Hnyw6hckt,2025-02-28 20:26:16,2025-03-01 06:03:45,2,0,1,326,86040,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfs3CxeNyiLuJncoEQG6IK6DRS_r_2tgtP4bq4CPgjfRbpASno7iqODY,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfs3CxeNyiLuJncoEQG6IK6DRS_r_2tjvaY8XA3QrjtI0wJVVVhlCqPL,Its amazing the level of stooopid has been raised to.,u_slOlBzQ0hDCk,2025-03-01 19:19:21,2025-03-01 19:19:31,2,0,0,227,50440,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfs3CxeNyiLuJncoEQG6IK6DRS,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfs3CxeNyiLuJncoEQG6IK6DRS_r_2tir3QHn5hrfojfqu8Dago1kLcR,"No ;) first amendment my friend. Your harassers can do that to block planned parenthood’s, personally accounting young girls.We are just warning friends and neighbors of the incoming not zees",u_nxzHsXdLe7S2,2025-03-01 10:12:16,2025-03-01 20:44:25,1,0,4,364,2780,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgTQ9IDKqozUav16zhPFUIYR6J,"Ice needs to play the same game.  Send in some decoys so these people make all that noise, then have a second and third team ready to catch the runners.  Like hunting tigers, beat the bush and see what runs.",u_HwyCadqHP1cN,2025-02-28 13:58:18,2025-03-02 17:23:00,0,19,0,789,143530,2
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgTQ9IDKqozUav16zhPFUIYR6J,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgTQ9IDKqozUav16zhPFUIYR6J_r_2ti7a2NW2NyB0TBFjii4wNulVRX,I like the concept.  Endless false alarms would also be a good method as well. Around about 2 a.m. every night. Be legal or be gone.,u_8GVhV5I61Uwu,2025-03-01 03:58:20,2025-03-01 03:59:11,1,0,0,488,3310,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgTQ9IDKqozUav16zhPFUIYR6J,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgTQ9IDKqozUav16zhPFUIYR6J_r_2tkD63NeBcgGnOhnYsW0HpQERHF,"Two or three groups of rented windowless vans, all cruising with only a single driver, and a mag mount dummy antenna? Staged outside a donut shop at 0300 to attract them like a dangled fly over the pond... I like it. ",u_dRPfGRpoVst1,2025-03-01 21:43:19,2025-03-01 21:55:09,1,0,0,385,88570,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tflc7kBAJKwtXzr5QrQQWwOwIS,Time for modern day siege tactics...starve em out. No more free benefits of any kind in conjunction with a monetary inducement to assist with making arrangements to leave. Will save billions in saved monies paid to support these individuals. ,u_SC3xVIfJsqWU,2025-02-28 07:58:05,2025-03-02 12:38:01,0,48,4,788,179640,3
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tflc7kBAJKwtXzr5QrQQWwOwIS,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tflc7kBAJKwtXzr5QrQQWwOwIS_r_2tgGkpxX5rBGPzB1M9wwawlA6mS,"Excellent idea Jim, but there seems to be a complex money laundering scheme created to put Federal tax money into illegal immigrant hands through an opaque array of Federal Agencies to State Grants to NGO's to street level illegals. That system needs to be unwound.",u_C2mWVDP3TFW0,2025-02-28 12:14:09,2025-03-01 14:56:42,1,6,0,738,1460,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tflc7kBAJKwtXzr5QrQQWwOwIS_r_2tgGkpxX5rBGPzB1M9wwawlA6mS,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tflc7kBAJKwtXzr5QrQQWwOwIS_r_2tgvqiXNjEktgfVEHR4rNpievec,Yup...I sure hope Trump is dismantling that corrupt pipeline and redirecting tax dollars towards CITIZENS in need!,u_8YCqfL3fWK64,2025-02-28 17:52:04,2025-03-01 07:46:36,2,1,0,456,128940,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tflc7kBAJKwtXzr5QrQQWwOwIS_r_2tgvqiXNjEktgfVEHR4rNpievec,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tflc7kBAJKwtXzr5QrQQWwOwIS_r_2thEotASlpKiorp1VfzHplSB7C1,"He may dismantle the pipeline, but he most certainly is not going to redirect any  money to citizens in need. ",u_Oa3Hnyw6hckt,2025-02-28 20:28:03,2025-03-01 07:46:40,3,0,1,429,86040,2
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tflc7kBAJKwtXzr5QrQQWwOwIS_r_2thEotASlpKiorp1VfzHplSB7C1,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tflc7kBAJKwtXzr5QrQQWwOwIS_r_2tjvPOzAhEXsIsAMW9315qlfrM5,Where did you come about this insight of yours?,u_slOlBzQ0hDCk,2025-03-01 19:17:53,2025-03-01 19:18:04,4,0,0,300,50440,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tflc7kBAJKwtXzr5QrQQWwOwIS_r_2tjvPOzAhEXsIsAMW9315qlfrM5,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tflc7kBAJKwtXzr5QrQQWwOwIS_r_2tk0GoCNAizkdlYK5b1Cw6rnAoQ,"Well, through Elon, he has already disrupted aid to veterans by firing doctors and nurses who work in the veterans’ hospitals. His MAGA Congress people have been busy discussing the best way to cut Medicaid all week long. Support staff for air traffic controllers fired. All these things are going to hurt everyday Americans, and there will be more to come. ",u_Oa3Hnyw6hckt,2025-03-01 19:57:51,2025-03-01 19:58:11,5,0,0,498,86590,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tflc7kBAJKwtXzr5QrQQWwOwIS_r_2thEotASlpKiorp1VfzHplSB7C1,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tflc7kBAJKwtXzr5QrQQWwOwIS_r_2tiZNaTkmbibpdgpub7lOJZa0Ru,Chanve your cat litter,u_EGhkZevE2lRc,2025-03-01 07:46:55,2025-03-01 14:03:48,4,0,1,285,150860,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tflc7kBAJKwtXzr5QrQQWwOwIS,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tflc7kBAJKwtXzr5QrQQWwOwIS_r_2tkChw2UygqGaUmsdwrzNh0Ae6k,"You know, that is an interesting point. The article references this encounter at an apartment building; why not just cordon the entire street, and start checking IDs and cuffing people, starting with the guys with bullhorns for obstruction, and proceeding to everyone as they exit the area?",u_dRPfGRpoVst1,2025-03-01 21:40:07,2025-03-01 21:40:38,1,0,0,471,88570,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tflc7kBAJKwtXzr5QrQQWwOwIS,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tflc7kBAJKwtXzr5QrQQWwOwIS_r_2tmWTvSOh7jRuOAwq5pF355Tprp,That is a great idea but unfortunately this is happening in LA where they just passed a 50-million-dollar bill to protect these people. California does not care about its tax paying citizens. We need Holman to crack some heads.,u_wIH9AEgYOc1t,2025-03-02 17:22:21,2025-03-02 18:43:26,1,0,0,374,130,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgHhze0FRWEch6OPnykci5enTU,You don't break any laws?Interfering with law enforcement is a crime.Aiding and abetting is a crime.Theres two laws you're breaking by warning criminals that the police are coming.I hope the police arrest these people for interfering with ICE.,u_t1B4hQ2cPHRX,2025-02-28 12:22:00,2025-03-02 12:38:11,0,25,1,786,447200,2
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgHhze0FRWEch6OPnykci5enTU,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgHhze0FRWEch6OPnykci5enTU_r_2tirWxC1DKK1G1ABFPP9SAHTZAl,"No ;) first amendment my friend. Your harassers can do that to block planned parenthood’s, personally accousting young girls.We are just warning friends and neighbors of the incoming not zees",u_nxzHsXdLe7S2,2025-03-01 10:16:11,2025-03-01 10:19:12,1,0,0,345,2780,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgHhze0FRWEch6OPnykci5enTU_r_2tirWxC1DKK1G1ABFPP9SAHTZAl,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgHhze0FRWEch6OPnykci5enTU_r_2titiIRN0rkIv5XvanQ6QabqbXI,"Again, Kyle - two entirely different things.",u_iBAyWzREfyp3,2025-03-01 10:34:08,2025-03-01 10:34:38,2,0,0,380,396780,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgHhze0FRWEch6OPnykci5enTU,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgHhze0FRWEch6OPnykci5enTU_r_2tj0Vj91fqTQLwEfVI5fo8ApjMu,"oh how precious. You pretend to care about the law while you're speaking out of the right side of your mouth, and support a convicted felon when endorsing trump using the left side of your mouth. ",u_q2sL9cYNQ4tZ,2025-03-01 11:30:01,2025-03-01 11:30:32,1,0,0,339,251110,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgHhze0FRWEch6OPnykci5enTU_r_2tj0Vj91fqTQLwEfVI5fo8ApjMu,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgHhze0FRWEch6OPnykci5enTU_r_2tjrd69AsPllBDaUao0LFIBrPiJ,"So what you’re saying is the democrats are so incompetent they couldn’t protect the U.S. citizens by stopping “<em>a convicted felon” </em>with all of the resources they had at their disposal for the last 4 years? They couldn’t defeat a know “convicted felon” in the presidential election? <strong>If he’s as guilty as you people keep saying he is, you should be seriously question your leaders’ abilities.</strong>",u_slOlBzQ0hDCk,2025-03-01 18:46:48,2025-03-01 18:47:59,2,0,0,365,50440,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgHhze0FRWEch6OPnykci5enTU_r_2tjrd69AsPllBDaUao0LFIBrPiJ,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgHhze0FRWEch6OPnykci5enTU_r_2tk2xKzXnGINpIWuSnpY0Y5FFbP,so you admit he's a convicted felon. therefore laws don't matter and you should get lost,u_q2sL9cYNQ4tZ,2025-03-01 20:19:56,2025-03-01 20:20:57,3,0,0,319,251310,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGv4P7xbybmaxsUuIkGYkLA4J,They’re committing a felony.  Prosecute them to the fullest extent of the law.,u_HCt3NaubDbLK,2025-02-28 12:15:30,2025-03-02 12:38:34,0,28,1,783,18040,2
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGv4P7xbybmaxsUuIkGYkLA4J,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGv4P7xbybmaxsUuIkGYkLA4J_r_2tgaDCgDnfprGqirmHCQbUyEN9d,"Clearly, the law is not your strong suit. Not a felony, not even a misdemeanor. ",u_VglUVzFaFu2i,2025-02-28 14:54:09,2025-03-02 12:38:44,1,0,2,385,15070,2
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGv4P7xbybmaxsUuIkGYkLA4J_r_2tgaDCgDnfprGqirmHCQbUyEN9d,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGv4P7xbybmaxsUuIkGYkLA4J_r_2tkD94SDPYFSANU5pGTFxT4PKhe,"Section 148: Resisting, delaying, or obstructing a police officer or EMTSection 136.1: Intimidating a witness or victimSection 182: Conspiracy to obstruct justiceSection 114: False information in a police report",u_dRPfGRpoVst1,2025-03-01 21:43:43,2025-03-02 12:39:05,2,1,0,503,88570,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGv4P7xbybmaxsUuIkGYkLA4J_r_2tgaDCgDnfprGqirmHCQbUyEN9d,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGv4P7xbybmaxsUuIkGYkLA4J_r_2tgb2gabPtCrrbDgKHHmqHkrZ8h,"look it up, maroon.  Impeding ICE in the apprehension of illegal immigrants is a FELONY.  Better, yet, go try it and test your luck.",u_HCt3NaubDbLK,2025-02-28 15:00:58,2025-03-02 12:39:20,2,1,0,406,18180,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGv4P7xbybmaxsUuIkGYkLA4J_r_2tgb2gabPtCrrbDgKHHmqHkrZ8h,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGv4P7xbybmaxsUuIkGYkLA4J_r_2tgblKPtTQsYWxDbEeQlJHeeH8E,"<strong>Please read the statute before you insult someone. Let me guess, I’m wrong although I pulled it directly from the department of justice website.</strong><strong>2474. Elements Of Aiding And Abetting</strong>The elements necessary to convict under aiding and abetting theory are1. That the accused had specific intent to facilitate the commission of a crime by another;2. That the accused had the requisite intent of the underlying substantive offense;3. That the accused assisted or participated in the commission of the underlying substantive offense; and4. That someone committed the underlying offense",u_LOri9YoQbGXN,2025-02-28 15:06:54,2025-02-28 15:09:51,3,0,0,488,10160,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGv4P7xbybmaxsUuIkGYkLA4J_r_2tgblKPtTQsYWxDbEeQlJHeeH8E,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGv4P7xbybmaxsUuIkGYkLA4J_r_2tkDbQG1pHeQ4OuPeED3fuRI1Mo,"Yes, based on their actions and their cited statements I think they've met all four criteria, when the commission of the underlying offense is openly given by both their side and the government.",u_dRPfGRpoVst1,2025-03-01 21:47:29,2025-03-01 21:48:20,4,0,0,502,88570,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGv4P7xbybmaxsUuIkGYkLA4J,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGv4P7xbybmaxsUuIkGYkLA4J_r_2tirDMPBfKwYH87E90uLxPN4ewH,"No ;) first amendment my friend. Your harassers can do that to block planned parenthood’s, personally accousting young girls.We are just warning friends and neighbors of the incoming not zees",u_nxzHsXdLe7S2,2025-03-01 10:13:35,2025-03-02 12:39:39,1,0,1,345,2780,2
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGv4P7xbybmaxsUuIkGYkLA4J_r_2tirDMPBfKwYH87E90uLxPN4ewH,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGv4P7xbybmaxsUuIkGYkLA4J_r_2tkDkCm2UAiRZNO6oELmSCzCmBq,"You keep cutting and pasting that, I'll cut and paste the law under which the law breakers will be arrested, charged, and convicted (losing their teaching jobs, so sadly):Section 148: Resisting, delaying, or obstructing a police officer or EMTSection 136.1: Intimidating a witness or victimSection 182: Conspiracy to obstruct justiceSection 114: False information in a police report",u_dRPfGRpoVst1,2025-03-01 21:48:39,2025-03-01 21:49:10,2,0,0,406,88570,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGv4P7xbybmaxsUuIkGYkLA4J_r_2tirDMPBfKwYH87E90uLxPN4ewH,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGv4P7xbybmaxsUuIkGYkLA4J_r_2tjqkIQzCSreTNIZckcAkVTzd0v,"Wrong jack as, interfering with a criminal investigation can be charged as obstruction of justice, a federal offense. Because ICE is looking for illegals charged with criminal activities it is now a criminal investigation. Check for yourself.",u_slOlBzQ0hDCk,2025-03-01 18:39:32,2025-03-01 18:39:42,2,0,0,403,50440,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgAi0bZwqaPMQe7CQv3VVcynh9,"I bought an ICE jacket from Amazon in December and it works.When I go to home Depot or a taco truck, there's never a line anymore 😭😭😭😅😅😆😆",u_ZnpQ8OVf2hld,2025-02-28 11:24:26,2025-03-02 17:24:03,0,13,0,774,40910,2
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgAi0bZwqaPMQe7CQv3VVcynh9,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgAi0bZwqaPMQe7CQv3VVcynh9_r_2tgWApRfNcuecLOeE7GtQ2DgOFa,LOL best comment yet...,u_miC8vTycEdwn,2025-02-28 14:20:56,2025-03-01 20:17:46,1,4,0,482,59220,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgAi0bZwqaPMQe7CQv3VVcynh9,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgAi0bZwqaPMQe7CQv3VVcynh9_r_2tiPRgeEepuIoqavBH9By3ul2ZZ,Be careful that you don't get shot.,u_sgcEGwtuaC0o,2025-03-01 06:25:14,2025-03-01 06:27:44,1,0,0,274,47800,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgAi0bZwqaPMQe7CQv3VVcynh9_r_2tiPRgeEepuIoqavBH9By3ul2ZZ,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgAi0bZwqaPMQe7CQv3VVcynh9_r_2tjVgds96URzKC46qgrsig9lGVc,Carry an extra magazine just in case.,u_CVfUMlZZPilT,2025-03-01 15:46:22,2025-03-01 22:22:10,2,1,0,444,427340,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgAi0bZwqaPMQe7CQv3VVcynh9_r_2tjVgds96URzKC46qgrsig9lGVc,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgAi0bZwqaPMQe7CQv3VVcynh9_r_2tjr5c5VKuxYkHtaMAk0ZGmOEpR,Good man.,u_sgcEGwtuaC0o,2025-03-01 18:42:22,2025-03-01 22:22:10,3,1,0,402,48590,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGmjCeb6kgAL75G8F7nX6czZm,This is called aiding and abetting.  They should be arrested on the spot and if they resist arrest charges can be multiplied,u_ZiWrI6GyURHZ,2025-02-28 12:14:24,2025-03-02 12:39:53,0,28,3,774,113490,2
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGmjCeb6kgAL75G8F7nX6czZm,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGmjCeb6kgAL75G8F7nX6czZm_r_2tgbg2iBW3ndMCWgQj5Q2E0NXcC,<strong>2474. Elements Of Aiding And Abetting</strong>The elements necessary to convict under aiding and abetting theory are1. That the accused had specific intent to facilitate the commission of a crime by another;2. That the accused had the requisite intent of the underlying substantive offense;3. That the accused assisted or participated in the commission of the underlying substantive offense; and4. That someone committed the underlying offense,u_LOri9YoQbGXN,2025-02-28 15:06:12,2025-02-28 20:28:34,1,1,0,595,10160,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGmjCeb6kgAL75G8F7nX6czZm,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGmjCeb6kgAL75G8F7nX6czZm_r_2tirBehNKzFX09WcLhD1eJNH2pM,"No ;) first amendment my friend. Your harassers can do that to block planned parenthood’s, personally accounting young girls.We are just warning friends and neighbors of the incoming not zees",u_nxzHsXdLe7S2,2025-03-01 10:13:21,2025-03-01 10:13:32,1,0,0,364,2780,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGmjCeb6kgAL75G8F7nX6czZm_r_2tirBehNKzFX09WcLhD1eJNH2pM,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGmjCeb6kgAL75G8F7nX6czZm_r_2tjw8jsu8a3BKMYi7LouTlVL7NA,"Ok we get it, you have a very limited vocabulary.",u_slOlBzQ0hDCk,2025-03-01 19:23:53,2025-03-01 19:27:53,2,0,0,266,50440,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfkrP7XuczOm9M63qGUkRIWrZe,I would think bullhorns and sirens would be aiding and abetting arrest them let the courts decide...,u_8Ub3EzQZbnX4,2025-02-28 07:51:54,2025-03-02 12:40:01,0,121,11,770,248880,3
